Datetime,Date,Time,Temp,pH ,mV[pH],ORP[mV],EC,EC Abs,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L]
11/17/2021 12:21:11 p. m.,2021/11/17,12:21:11 p. m.,16.48,5.69,91.2,236.5,647,543,1.5,0.324,0.32,0,10.853,64,4.57
11/17/2021 12:21:16 p. m.,2021/11/17,12:21:16 p. m.,16.48,5.69,91.2,236.5,647,543,1.5,0.324,0.32,0,10.852,64.8,4.63
11/17/2021 12:21:21 p. m.,2021/11/17,12:21:21 p. m.,16.48,5.69,91.2,236.4,647,542,1.5,0.324,0.32,0,10.85,64.8,4.63
11/17/2021 12:21:26 p. m.,2021/11/17,12:21:26 p. m.,16.48,5.69,91.2,236.4,647,542,1.5,0.324,0.32,0,10.849,64.6,4.62
11/17/2021 12:21:31 p. m.,2021/11/17,12:21:31 p. m.,16.48,5.69,91.2,236.4,647,542,1.5,0.324,0.32,0,10.849,64.4,4.61
11/17/2021 12:21:36 p. m.,2021/11/17,12:21:36 p. m.,16.49,5.69,91.2,236.4,647,542,1.5,0.323,0.32,0,10.849,65.4,4.67
11/17/2021 12:21:41 p. m.,2021/11/17,12:21:41 p. m.,16.49,5.69,91.2,236.4,646,542,1.5,0.323,0.32,0,10.85,65.8,4.7
11/17/2021 12:21:46 p. m.,2021/11/17,12:21:46 p. m.,16.49,5.69,91.3,236.4,646,542,1.5,0.323,0.32,0,10.85,65.8,4.7
11/17/2021 12:21:51 p. m.,2021/11/17,12:21:51 p. m.,16.49,5.69,91.3,236.4,647,542,1.5,0.323,0.32,0,10.849,66.8,4.78
11/17/2021 12:21:56 p. m.,2021/11/17,12:21:56 p. m.,16.49,5.69,91.3,236.3,647,542,1.5,0.323,0.32,0,10.848,67.5,4.82
11/17/2021 12:22:01 p. m.,2021/11/17,12:22:01 p. m.,16.49,5.69,91.2,236.3,647,542,1.5,0.323,0.32,0,10.846,67.1,4.8
11/17/2021 12:22:06 p. m.,2021/11/17,12:22:06 p. m.,16.49,5.69,91.3,236.3,647,542,1.5,0.323,0.32,0,10.847,66.6,4.76
11/17/2021 12:22:11 p. m.,2021/11/17,12:22:11 p. m.,16.49,5.69,91.3,236.3,646,542,1.5,0.323,0.32,0,10.846,66.1,4.72
11/17/2021 12:22:16 p. m.,2021/11/17,12:22:16 p. m.,16.49,5.69,91.3,236.2,646,542,1.5,0.323,0.32,0,10.846,66.1,4.72
11/17/2021 12:22:21 p. m.,2021/11/17,12:22:21 p. m.,16.5,5.69,91.3,236.2,646,542,1.5,0.323,0.32,0,10.846,66.4,4.74
11/17/2021 12:22:26 p. m.,2021/11/17,12:22:26 p. m.,16.51,5.69,91.3,236.2,646,542,1.5,0.323,0.32,0,10.847,66,4.72
11/17/2021 12:22:31 p. m.,2021/11/17,12:22:31 p. m.,16.51,5.69,91.3,236.2,647,543,1.5,0.324,0.32,0,10.846,65.7,4.69
11/17/2021 12:22:36 p. m.,2021/11/17,12:22:36 p. m.,16.51,5.69,91.3,236.2,646,542,1.5,0.323,0.32,0,10.847,66.5,4.75
11/17/2021 12:22:41 p. m.,2021/11/17,12:22:41 p. m.,16.51,5.68,91.4,236.2,647,542,1.5,0.323,0.32,0,10.846,67.4,4.81
11/17/2021 12:22:46 p. m.,2021/11/17,12:22:46 p. m.,16.51,5.68,91.4,236.2,647,543,1.5,0.323,0.32,0,10.847,68,4.86
11/17/2021 12:22:51 p. m.,2021/11/17,12:22:51 p. m.,16.51,5.68,91.4,236.2,647,542,1.5,0.323,0.32,0,10.846,69.6,4.97
11/17/2021 12:22:56 p. m.,2021/11/17,12:22:56 p. m.,16.51,5.68,91.4,236.2,646,542,1.5,0.323,0.32,0,10.845,69.3,4.95
11/17/2021 12:23:01 p. m.,2021/11/17,12:23:01 p. m.,16.52,5.68,91.4,236.2,647,542,1.5,0.323,0.32,0,10.845,68.5,4.89
11/17/2021 12:23:06 p. m.,2021/11/17,12:23:06 p. m.,16.52,5.68,91.4,236.2,647,542,1.5,0.323,0.32,0,10.845,69.1,4.94
11/17/2021 12:23:11 p. m.,2021/11/17,12:23:11 p. m.,16.52,5.68,91.4,236.2,646,542,1.5,0.323,0.32,0,10.845,69.8,4.98
11/17/2021 12:23:16 p. m.,2021/11/17,12:23:16 p. m.,16.52,5.68,91.4,236.2,647,543,1.5,0.323,0.32,0,10.845,69.7,4.97
11/17/2021 12:23:21 p. m.,2021/11/17,12:23:21 p. m.,16.52,5.68,91.5,236.2,647,543,1.5,0.323,0.32,0,10.845,68.6,4.9
11/17/2021 12:23:26 p. m.,2021/11/17,12:23:26 p. m.,16.53,5.68,91.5,236.2,647,543,1.5,0.323,0.32,0,10.843,67.8,4.84
11/17/2021 12:23:31 p. m.,2021/11/17,12:23:31 p. m.,16.53,5.68,91.4,236.2,647,543,1.5,0.323,0.32,0,10.843,67.8,4.84
11/17/2021 12:23:36 p. m.,2021/11/17,12:23:36 p. m.,16.53,5.68,91.4,236.2,647,543,1.5,0.323,0.32,0,10.844,68.4,4.88
11/17/2021 12:23:41 p. m.,2021/11/17,12:23:41 p. m.,16.52,5.68,91.4,236.2,647,543,1.5,0.323,0.32,0,10.842,69,4.92
11/17/2021 12:23:46 p. m.,2021/11/17,12:23:46 p. m.,16.52,5.68,91.4,236.2,647,543,1.5,0.324,0.32,0,10.843,68.5,4.89
11/17/2021 12:23:51 p. m.,2021/11/17,12:23:51 p. m.,16.52,5.68,91.4,236.1,647,543,1.5,0.324,0.32,0,10.843,67.8,4.84
11/17/2021 12:23:56 p. m.,2021/11/17,12:23:56 p. m.,16.53,5.68,91.5,236.2,647,543,1.5,0.324,0.32,0,10.843,67.4,4.81
11/17/2021 12:24:01 p. m.,2021/11/17,12:24:01 p. m.,16.53,5.68,91.5,236.2,647,543,1.5,0.324,0.32,0,10.844,67.2,4.8
11/17/2021 12:24:06 p. m.,2021/11/17,12:24:06 p. m.,16.52,5.68,91.5,236.2,647,543,1.5,0.324,0.32,0,10.841,67.4,4.81
11/17/2021 12:24:11 p. m.,2021/11/17,12:24:11 p. m.,16.53,5.68,91.5,236.2,647,543,1.5,0.324,0.32,0,10.843,68.2,4.87
11/17/2021 12:24:16 p. m.,2021/11/17,12:24:16 p. m.,16.53,5.68,91.5,236.2,647,543,1.5,0.323,0.32,0,10.843,68.2,4.87
11/17/2021 12:24:21 p. m.,2021/11/17,12:24:21 p. m.,16.53,5.68,91.5,236.2,647,543,1.5,0.324,0.32,0,10.842,67.6,4.83
11/17/2021 12:24:26 p. m.,2021/11/17,12:24:26 p. m.,16.53,5.68,91.5,236.2,647,543,1.5,0.324,0.32,0,10.843,66.9,4.78
11/17/2021 12:24:31 p. m.,2021/11/17,12:24:31 p. m.,16.52,5.68,91.5,236.1,647,543,1.5,0.324,0.32,0,10.844,66.5,4.75
11/17/2021 12:24:36 p. m.,2021/11/17,12:24:36 p. m.,16.52,5.68,91.4,236.1,647,543,1.5,0.324,0.32,0,10.843,66.4,4.74
11/17/2021 12:24:41 p. m.,2021/11/17,12:24:41 p. m.,16.52,5.68,91.4,236.2,647,543,1.5,0.324,0.32,0,10.842,66.4,4.74
11/17/2021 12:24:46 p. m.,2021/11/17,12:24:46 p. m.,16.53,5.68,91.4,236.2,648,543,1.5,0.324,0.32,0,10.842,66.1,4.72
11/17/2021 12:24:51 p. m.,2021/11/17,12:24:51 p. m.,16.53,5.68,91.4,236.2,647,543,1.5,0.324,0.32,0,10.842,66.5,4.74
11/17/2021 12:24:56 p. m.,2021/11/17,12:24:56 p. m.,16.53,5.68,91.4,236.1,647,543,1.5,0.324,0.32,0,10.842,66.2,4.72
11/17/2021 12:25:01 p. m.,2021/11/17,12:25:01 p. m.,16.53,5.68,91.4,236.2,648,543,1.5,0.324,0.32,0,10.841,65.6,4.68
11/17/2021 12:25:06 p. m.,2021/11/17,12:25:06 p. m.,16.53,5.68,91.4,236.1,648,544,1.5,0.324,0.32,0,10.843,65.1,4.65
11/17/2021 12:25:11 p. m.,2021/11/17,12:25:11 p. m.,16.53,5.68,91.4,236.1,648,544,1.5,0.324,0.32,0,10.841,65,4.64
11/17/2021 12:25:16 p. m.,2021/11/17,12:25:16 p. m.,16.54,5.68,91.5,236.1,648,544,1.5,0.324,0.32,0,10.842,64.5,4.61
11/17/2021 12:25:21 p. m.,2021/11/17,12:25:21 p. m.,16.54,5.68,91.5,236.1,648,544,1.5,0.324,0.32,0,10.841,64.2,4.58
11/17/2021 12:25:26 p. m.,2021/11/17,12:25:26 p. m.,16.54,5.68,91.4,236.1,648,544,1.5,0.324,0.32,0,10.843,64,4.57
11/17/2021 12:25:31 p. m.,2021/11/17,12:25:31 p. m.,16.54,5.68,91.5,236.1,647,543,1.5,0.324,0.32,0,10.843,63.8,4.55
11/17/2021 12:25:36 p. m.,2021/11/17,12:25:36 p. m.,16.54,5.68,91.5,236.1,647,543,1.5,0.324,0.32,0,10.843,63.5,4.53
11/17/2021 12:25:41 p. m.,2021/11/17,12:25:41 p. m.,16.54,5.68,91.5,236.1,647,543,1.5,0.324,0.32,0,10.842,63.2,4.51
11/17/2021 12:25:46 p. m.,2021/11/17,12:25:46 p. m.,16.54,5.68,91.4,236.1,647,543,1.5,0.324,0.32,0,10.842,63.3,4.52
11/17/2021 12:25:51 p. m.,2021/11/17,12:25:51 p. m.,16.54,5.68,91.4,236.1,647,543,1.5,0.324,0.32,0,10.842,63,4.5
11/17/2021 12:25:56 p. m.,2021/11/17,12:25:56 p. m.,16.54,5.68,91.4,236.1,647,543,1.5,0.324,0.32,0,10.841,62.7,4.47
11/17/2021 12:26:01 p. m.,2021/11/17,12:26:01 p. m.,16.54,5.68,91.4,236.1,647,543,1.5,0.324,0.32,0,10.841,62.5,4.46
11/17/2021 12:26:06 p. m.,2021/11/17,12:26:06 p. m.,16.54,5.68,91.5,236.1,647,543,1.5,0.324,0.32,0,10.842,62.6,4.47
11/17/2021 12:26:11 p. m.,2021/11/17,12:26:11 p. m.,16.54,5.68,91.5,236.1,647,543,1.5,0.324,0.32,0,10.839,62.6,4.46
11/17/2021 12:26:16 p. m.,2021/11/17,12:26:16 p. m.,16.54,5.68,91.5,236.1,648,544,1.5,0.324,0.32,0,10.838,62.5,4.45
11/17/2021 12:26:21 p. m.,2021/11/17,12:26:21 p. m.,16.54,5.68,91.4,236,647,543,1.5,0.324,0.32,0,10.841,62.3,4.45
11/17/2021 12:26:26 p. m.,2021/11/17,12:26:26 p. m.,16.54,5.68,91.4,236,647,543,1.5,0.324,0.32,0,10.839,62.4,4.45
11/17/2021 12:26:31 p. m.,2021/11/17,12:26:31 p. m.,16.54,5.68,91.4,236,647,543,1.5,0.324,0.32,0,10.841,62.7,4.47
11/17/2021 12:26:36 p. m.,2021/11/17,12:26:36 p. m.,16.54,5.68,91.4,236,647,543,1.5,0.324,0.32,0,10.84,63.4,4.52
11/17/2021 12:26:41 p. m.,2021/11/17,12:26:41 p. m.,16.54,5.68,91.4,236,647,543,1.5,0.324,0.32,0,10.839,64.2,4.58
11/17/2021 12:26:46 p. m.,2021/11/17,12:26:46 p. m.,16.54,5.68,91.5,236,647,543,1.5,0.324,0.32,0,10.838,64.6,4.61
11/17/2021 12:26:51 p. m.,2021/11/17,12:26:51 p. m.,16.54,5.68,91.6,236,647,543,1.5,0.323,0.32,0,10.84,64.9,4.63
11/17/2021 12:26:56 p. m.,2021/11/17,12:26:56 p. m.,16.54,5.68,91.6,236,647,543,1.5,0.323,0.32,0,10.839,65.8,4.69
11/17/2021 12:27:01 p. m.,2021/11/17,12:27:01 p. m.,16.54,5.68,91.6,236,647,543,1.5,0.323,0.32,0,10.839,67.3,4.8
11/17/2021 12:27:06 p. m.,2021/11/17,12:27:06 p. m.,16.54,5.68,91.6,236,647,543,1.5,0.323,0.32,0,10.84,67.5,4.82
11/17/2021 12:27:11 p. m.,2021/11/17,12:27:11 p. m.,16.54,5.68,91.6,235.9,647,543,1.5,0.323,0.32,0,10.838,67.5,4.82
11/17/2021 12:27:16 p. m.,2021/11/17,12:27:16 p. m.,16.54,5.68,91.6,235.9,647,543,1.5,0.324,0.32,0,10.84,67.6,4.82
11/17/2021 12:27:21 p. m.,2021/11/17,12:27:21 p. m.,16.55,5.68,91.6,235.9,647,543,1.5,0.324,0.32,0,10.839,67.1,4.78
11/17/2021 12:27:26 p. m.,2021/11/17,12:27:26 p. m.,16.56,5.68,91.6,235.8,647,543,1.5,0.323,0.32,0,10.84,66.9,4.77
11/17/2021 12:27:31 p. m.,2021/11/17,12:27:31 p. m.,16.56,5.68,91.6,235.8,647,543,1.5,0.324,0.32,0,10.839,67.1,4.78
11/17/2021 12:27:36 p. m.,2021/11/17,12:27:36 p. m.,16.56,5.68,91.6,235.8,647,543,1.5,0.323,0.32,0,10.84,67.1,4.79
11/17/2021 12:27:41 p. m.,2021/11/17,12:27:41 p. m.,16.56,5.68,91.6,235.9,647,543,1.5,0.323,0.32,0,10.841,66.8,4.77
11/17/2021 12:27:46 p. m.,2021/11/17,12:27:46 p. m.,16.56,5.68,91.6,235.8,647,543,1.5,0.324,0.32,0,10.839,66.2,4.72
11/17/2021 12:27:51 p. m.,2021/11/17,12:27:51 p. m.,16.56,5.68,91.6,235.8,647,544,1.5,0.324,0.32,0,10.84,65.9,4.7
11/17/2021 12:27:56 p. m.,2021/11/17,12:27:56 p. m.,16.57,5.68,91.6,235.9,647,543,1.5,0.323,0.32,0,10.84,66,4.7
11/17/2021 12:28:01 p. m.,2021/11/17,12:28:01 p. m.,16.57,5.68,91.7,235.9,647,543,1.5,0.323,0.32,0,10.839,65.9,4.69
11/17/2021 12:28:06 p. m.,2021/11/17,12:28:06 p. m.,16.57,5.68,91.7,235.9,647,543,1.5,0.323,0.32,0,10.839,66.4,4.73
11/17/2021 12:28:11 p. m.,2021/11/17,12:28:11 p. m.,16.57,5.68,91.7,235.9,647,544,1.5,0.324,0.32,0,10.839,67.3,4.79
11/17/2021 12:28:16 p. m.,2021/11/17,12:28:16 p. m.,16.57,5.68,91.6,235.9,647,544,1.5,0.324,0.32,0,10.839,67.3,4.79
11/17/2021 12:28:21 p. m.,2021/11/17,12:28:21 p. m.,16.57,5.68,91.6,235.8,647,544,1.5,0.324,0.32,0,10.839,66.7,4.76
11/17/2021 12:28:26 p. m.,2021/11/17,12:28:26 p. m.,16.57,5.68,91.6,235.9,647,543,1.5,0.323,0.32,0,10.838,66.4,4.73
11/17/2021 12:28:31 p. m.,2021/11/17,12:28:31 p. m.,16.57,5.68,91.6,235.9,647,543,1.5,0.323,0.32,0,10.839,66,4.7
11/17/2021 12:28:36 p. m.,2021/11/17,12:28:36 p. m.,16.57,5.68,91.6,235.9,647,543,1.5,0.323,0.32,0,10.839,65.7,4.68
11/17/2021 12:28:41 p. m.,2021/11/17,12:28:41 p. m.,16.57,5.68,91.6,235.9,647,543,1.5,0.323,0.32,0,10.838,65.8,4.69
11/17/2021 12:28:46 p. m.,2021/11/17,12:28:46 p. m.,16.57,5.68,91.6,235.9,647,543,1.5,0.323,0.32,0,10.838,66.3,4.72
11/17/2021 12:28:51 p. m.,2021/11/17,12:28:51 p. m.,16.57,5.68,91.7,235.9,647,543,1.5,0.323,0.32,0,10.837,66.3,4.73
11/17/2021 12:28:56 p. m.,2021/11/17,12:28:56 p. m.,16.57,5.68,91.6,235.9,647,543,1.5,0.323,0.32,0,10.837,66.1,4.71
11/17/2021 12:29:01 p. m.,2021/11/17,12:29:01 p. m.,16.57,5.68,91.6,235.8,647,543,1.5,0.323,0.32,0,10.838,66,4.71
11/17/2021 12:29:06 p. m.,2021/11/17,12:29:06 p. m.,16.57,5.68,91.6,235.8,647,543,1.5,0.323,0.32,0,10.839,65.7,4.68
11/17/2021 12:29:11 p. m.,2021/11/17,12:29:11 p. m.,16.57,5.68,91.6,235.8,647,543,1.5,0.323,0.32,0,10.838,66.8,4.76
11/17/2021 12:29:16 p. m.,2021/11/17,12:29:16 p. m.,16.57,5.68,91.6,235.8,647,543,1.5,0.324,0.32,0,10.838,67.1,4.78
11/17/2021 12:29:21 p. m.,2021/11/17,12:29:21 p. m.,16.57,5.68,91.6,235.7,647,544,1.5,0.324,0.32,0,10.84,68.7,4.9
11/17/2021 12:29:26 p. m.,2021/11/17,12:29:26 p. m.,16.57,5.68,91.6,235.7,647,543,1.5,0.324,0.32,0,10.839,68.4,4.88
11/17/2021 12:29:31 p. m.,2021/11/17,12:29:31 p. m.,16.58,5.68,91.7,235.8,647,544,1.5,0.324,0.32,0,10.837,67.9,4.84
11/17/2021 12:29:36 p. m.,2021/11/17,12:29:36 p. m.,16.58,5.68,91.7,235.8,647,544,1.5,0.324,0.32,0,10.837,67.1,4.78
11/17/2021 12:29:41 p. m.,2021/11/17,12:29:41 p. m.,16.58,5.68,91.6,235.8,648,544,1.5,0.324,0.32,0,10.838,66.3,4.72
11/17/2021 12:29:46 p. m.,2021/11/17,12:29:46 p. m.,16.58,5.68,91.6,235.8,648,544,1.5,0.324,0.32,0,10.838,65.4,4.66
11/17/2021 12:29:51 p. m.,2021/11/17,12:29:51 p. m.,16.58,5.68,91.7,235.8,648,544,1.5,0.324,0.32,0,10.838,64.8,4.62
11/17/2021 12:29:56 p. m.,2021/11/17,12:29:56 p. m.,16.58,5.68,91.7,235.8,647,544,1.5,0.324,0.32,0,10.837,64.4,4.58
11/17/2021 12:30:01 p. m.,2021/11/17,12:30:01 p. m.,16.58,5.68,91.7,235.8,648,544,1.5,0.324,0.32,0,10.839,64.1,4.57
11/17/2021 12:30:06 p. m.,2021/11/17,12:30:06 p. m.,16.58,5.68,91.7,235.8,647,544,1.5,0.324,0.32,0,10.84,64.1,4.57
11/17/2021 12:30:11 p. m.,2021/11/17,12:30:11 p. m.,16.58,5.68,91.7,235.8,647,544,1.5,0.324,0.32,0,10.841,64.1,4.57
11/17/2021 12:30:16 p. m.,2021/11/17,12:30:16 p. m.,16.58,5.68,91.7,235.8,648,544,1.5,0.324,0.32,0,10.84,64.1,4.57
11/17/2021 12:30:21 p. m.,2021/11/17,12:30:21 p. m.,16.58,5.68,91.7,235.8,648,544,1.5,0.324,0.32,0,10.841,64.1,4.57
11/17/2021 12:30:26 p. m.,2021/11/17,12:30:26 p. m.,16.58,5.68,91.7,235.8,648,544,1.5,0.324,0.32,0,10.841,64.1,4.57
11/17/2021 12:30:31 p. m.,2021/11/17,12:30:31 p. m.,16.58,5.68,91.7,235.8,648,544,1.5,0.324,0.32,0,10.84,64,4.56
11/17/2021 12:30:36 p. m.,2021/11/17,12:30:36 p. m.,16.58,5.68,91.7,235.8,648,544,1.5,0.324,0.32,0,10.839,64,4.56
11/17/2021 12:30:41 p. m.,2021/11/17,12:30:41 p. m.,16.59,5.68,91.7,235.8,648,544,1.5,0.324,0.32,0,10.84,63.9,4.55
11/17/2021 12:30:46 p. m.,2021/11/17,12:30:46 p. m.,16.59,5.68,91.7,235.8,647,544,1.5,0.324,0.32,0,10.84,63.5,4.52
11/17/2021 12:30:51 p. m.,2021/11/17,12:30:51 p. m.,16.59,5.68,91.7,235.8,647,544,1.5,0.324,0.32,0,10.837,63.2,4.5
11/17/2021 12:30:56 p. m.,2021/11/17,12:30:56 p. m.,16.59,5.68,91.7,235.8,647,544,1.5,0.324,0.32,0,10.838,63.9,4.55
11/17/2021 12:31:01 p. m.,2021/11/17,12:31:01 p. m.,16.59,5.68,91.7,235.8,647,544,1.5,0.324,0.32,0,10.837,64.3,4.58
11/17/2021 12:31:06 p. m.,2021/11/17,12:31:06 p. m.,16.59,5.68,91.8,235.8,647,544,1.5,0.324,0.32,0,10.836,65.5,4.66
11/17/2021 12:31:11 p. m.,2021/11/17,12:31:11 p. m.,16.59,5.68,91.8,235.8,647,544,1.5,0.324,0.32,0,10.834,66.8,4.76
11/17/2021 12:31:47 p. m.,2021/11/17,12:31:47 p. m.,16.6,5.68,91.8,235.7,645,542,1.6,0.323,0.32,0,10.835,67.6,4.81
11/17/2021 12:31:52 p. m.,2021/11/17,12:31:52 p. m.,16.6,5.68,91.8,235.7,646,543,1.5,0.323,0.32,0,10.835,67.4,4.8
11/17/2021 12:31:57 p. m.,2021/11/17,12:31:57 p. m.,16.6,5.68,91.8,235.7,646,543,1.5,0.323,0.32,0,10.835,66.9,4.76
11/17/2021 12:32:02 p. m.,2021/11/17,12:32:02 p. m.,16.6,5.68,91.9,235.7,647,543,1.5,0.323,0.32,0,10.834,67,4.77
11/17/2021 12:32:07 p. m.,2021/11/17,12:32:07 p. m.,16.6,5.68,91.7,235.7,647,544,1.5,0.324,0.32,0,10.834,67.3,4.79
11/17/2021 12:32:12 p. m.,2021/11/17,12:32:12 p. m.,16.6,5.68,91.8,235.7,647,544,1.5,0.324,0.32,0,10.832,67.7,4.82
11/17/2021 12:32:17 p. m.,2021/11/17,12:32:17 p. m.,16.6,5.68,91.8,235.7,647,544,1.5,0.324,0.32,0,10.833,67.9,4.84
11/17/2021 12:32:22 p. m.,2021/11/17,12:32:22 p. m.,16.6,5.68,91.7,235.7,648,544,1.5,0.324,0.32,0,10.833,67.7,4.82
11/17/2021 12:32:27 p. m.,2021/11/17,12:32:27 p. m.,16.6,5.68,91.7,235.7,648,544,1.5,0.324,0.32,0,10.834,67,4.77
11/17/2021 12:32:32 p. m.,2021/11/17,12:32:32 p. m.,16.6,5.68,91.7,235.7,647,544,1.5,0.324,0.32,0,10.834,66.8,4.75
11/17/2021 12:32:37 p. m.,2021/11/17,12:32:37 p. m.,16.6,5.68,91.8,235.7,648,544,1.5,0.324,0.32,0,10.833,66.5,4.73
11/17/2021 12:32:42 p. m.,2021/11/17,12:32:42 p. m.,16.6,5.68,91.8,235.7,648,544,1.5,0.324,0.32,0,10.832,65.8,4.68
11/17/2021 12:32:47 p. m.,2021/11/17,12:32:47 p. m.,16.6,5.68,91.7,235.7,648,544,1.5,0.324,0.32,0,10.833,65.7,4.68
11/17/2021 12:32:52 p. m.,2021/11/17,12:32:52 p. m.,16.6,5.68,91.8,235.7,647,544,1.5,0.324,0.32,0,10.832,65.6,4.67
11/17/2021 12:32:57 p. m.,2021/11/17,12:32:57 p. m.,16.59,5.68,91.8,235.7,647,544,1.5,0.324,0.32,0,10.833,65.5,4.66
11/17/2021 12:33:02 p. m.,2021/11/17,12:33:02 p. m.,16.59,5.68,91.8,235.6,647,544,1.5,0.324,0.32,0,10.834,65.7,4.68
11/17/2021 12:33:07 p. m.,2021/11/17,12:33:07 p. m.,16.59,5.68,91.8,235.7,647,544,1.5,0.324,0.32,0,10.833,65.8,4.69
11/17/2021 12:33:12 p. m.,2021/11/17,12:33:12 p. m.,16.6,5.68,91.8,235.7,647,544,1.5,0.324,0.32,0,10.834,66,4.7
11/17/2021 12:33:17 p. m.,2021/11/17,12:33:17 p. m.,16.6,5.68,91.8,235.6,648,544,1.5,0.324,0.32,0,10.833,67.6,4.82
11/17/2021 12:33:22 p. m.,2021/11/17,12:33:22 p. m.,16.61,5.68,91.9,235.6,648,545,1.5,0.324,0.32,0,10.833,67.8,4.83
11/17/2021 12:33:27 p. m.,2021/11/17,12:33:27 p. m.,16.62,5.68,91.9,235.7,648,544,1.5,0.324,0.32,0,10.834,68.1,4.85
11/17/2021 12:33:32 p. m.,2021/11/17,12:33:32 p. m.,16.62,5.68,91.9,235.7,647,544,1.5,0.324,0.32,0,10.836,68.2,4.85
11/17/2021 12:33:37 p. m.,2021/11/17,12:33:37 p. m.,16.62,5.68,91.9,235.7,648,545,1.5,0.324,0.32,0,10.836,67.7,4.82
11/17/2021 12:33:42 p. m.,2021/11/17,12:33:42 p. m.,16.62,5.68,91.9,235.6,648,545,1.5,0.324,0.32,0,10.834,67.5,4.8
11/17/2021 12:33:47 p. m.,2021/11/17,12:33:47 p. m.,16.62,5.68,91.9,235.6,647,544,1.5,0.324,0.32,0,10.832,68.1,4.84
11/17/2021 12:33:52 p. m.,2021/11/17,12:33:52 p. m.,16.62,5.67,91.9,235.6,647,544,1.5,0.323,0.32,0,10.831,69.1,4.92
11/17/2021 12:33:57 p. m.,2021/11/17,12:33:57 p. m.,16.62,5.67,91.9,235.7,647,544,1.5,0.324,0.32,0,10.833,68.6,4.88
11/17/2021 12:34:02 p. m.,2021/11/17,12:34:02 p. m.,16.62,5.67,91.9,235.7,647,544,1.5,0.324,0.32,0,10.832,68.2,4.85
11/17/2021 12:34:07 p. m.,2021/11/17,12:34:07 p. m.,16.62,5.67,92,235.7,647,544,1.5,0.324,0.32,0,10.837,68.6,4.88
11/17/2021 12:34:12 p. m.,2021/11/17,12:34:12 p. m.,16.62,5.67,91.9,235.7,647,544,1.5,0.324,0.32,0,10.836,67.9,4.83
11/17/2021 12:34:17 p. m.,2021/11/17,12:34:17 p. m.,16.62,5.67,91.9,235.7,647,544,1.5,0.324,0.32,0,10.836,67.3,4.79
11/17/2021 12:34:22 p. m.,2021/11/17,12:34:22 p. m.,16.62,5.67,91.9,235.7,647,544,1.5,0.324,0.32,0,10.835,66.9,4.76
11/17/2021 12:34:27 p. m.,2021/11/17,12:34:27 p. m.,16.62,5.67,91.9,235.7,647,544,1.5,0.324,0.32,0,10.836,66.6,4.74
11/17/2021 12:34:32 p. m.,2021/11/17,12:34:32 p. m.,16.62,5.67,91.9,235.7,647,544,1.5,0.324,0.32,0,10.837,66.3,4.72
11/17/2021 12:34:37 p. m.,2021/11/17,12:34:37 p. m.,16.62,5.67,91.9,235.7,647,544,1.5,0.324,0.32,0,10.835,65.7,4.68
11/17/2021 12:34:42 p. m.,2021/11/17,12:34:42 p. m.,16.62,5.67,92,235.7,647,544,1.5,0.324,0.32,0,10.834,65.5,4.66
11/17/2021 12:34:47 p. m.,2021/11/17,12:34:47 p. m.,16.62,5.67,92,235.7,647,544,1.5,0.324,0.32,0,10.835,67.2,4.79
11/17/2021 12:34:52 p. m.,2021/11/17,12:34:52 p. m.,16.62,5.67,92,235.7,647,544,1.5,0.324,0.32,0,10.834,67.2,4.78
11/17/2021 12:34:57 p. m.,2021/11/17,12:34:57 p. m.,16.62,5.67,92,235.7,647,544,1.5,0.324,0.32,0,10.833,66.7,4.75
11/17/2021 12:35:02 p. m.,2021/11/17,12:35:02 p. m.,16.62,5.67,92,235.6,647,544,1.5,0.324,0.32,0,10.834,66.3,4.72
11/17/2021 12:35:07 p. m.,2021/11/17,12:35:07 p. m.,16.63,5.67,92,235.6,648,545,1.5,0.324,0.32,0,10.834,66.7,4.75
11/17/2021 12:35:12 p. m.,2021/11/17,12:35:12 p. m.,16.63,5.67,92,235.7,648,545,1.5,0.324,0.32,0,10.833,66.5,4.73
11/17/2021 12:35:17 p. m.,2021/11/17,12:35:17 p. m.,16.62,5.67,92,235.6,648,545,1.5,0.324,0.32,0,10.833,66.7,4.75
11/17/2021 12:35:22 p. m.,2021/11/17,12:35:22 p. m.,16.62,5.67,92,235.6,647,544,1.5,0.324,0.32,0,10.832,66.5,4.73
11/17/2021 12:35:27 p. m.,2021/11/17,12:35:27 p. m.,16.63,5.67,92,235.6,647,544,1.5,0.324,0.32,0,10.833,66.4,4.72
11/17/2021 12:35:32 p. m.,2021/11/17,12:35:32 p. m.,16.63,5.67,92,235.6,647,544,1.5,0.324,0.32,0,10.835,66.5,4.73
11/17/2021 12:35:37 p. m.,2021/11/17,12:35:37 p. m.,16.62,5.67,92,235.6,648,545,1.5,0.324,0.32,0,10.835,66.7,4.75
11/17/2021 12:35:42 p. m.,2021/11/17,12:35:42 p. m.,16.62,5.67,92,235.6,648,545,1.5,0.324,0.32,0,10.836,66.7,4.75
11/17/2021 12:35:47 p. m.,2021/11/17,12:35:47 p. m.,16.62,5.67,92,235.6,648,545,1.5,0.324,0.32,0,10.837,66.3,4.72
