Datetime,Date,Time,Temp,pH ,mV[pH],ORP[mV],EC uS/cm,EC Abs uS/cm,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L],
11/22/2021 12:30:14 p. m.,2021/11/22,12:30:14 p. m.,14.23,4.85,135.2,308.1,689,548,1.5,0.345,0.34,0.0,10.802,52.9,3.95,
11/22/2021 12:30:19 p. m.,2021/11/22,12:30:19 p. m.,14.23,4.85,135.2,308.1,690,549,1.4,0.345,0.34,0.0,10.800,53.0,3.96,
11/22/2021 12:30:24 p. m.,2021/11/22,12:30:24 p. m.,14.23,4.85,135.2,308.1,690,549,1.4,0.345,0.34,0.0,10.803,53.1,3.97,
11/22/2021 12:30:29 p. m.,2021/11/22,12:30:29 p. m.,14.23,4.85,135.2,308.1,689,548,1.5,0.345,0.34,0.0,10.804,53.1,3.97,
11/22/2021 12:30:34 p. m.,2021/11/22,12:30:34 p. m.,14.23,4.85,135.2,308.1,689,548,1.5,0.345,0.34,0.0,10.804,53.0,3.96,
11/22/2021 12:30:39 p. m.,2021/11/22,12:30:39 p. m.,14.24,4.85,135.2,308.1,690,549,1.4,0.345,0.34,0.0,10.803,52.9,3.95,
11/22/2021 12:30:44 p. m.,2021/11/22,12:30:44 p. m.,14.24,4.85,135.2,308.1,689,548,1.5,0.345,0.34,0.0,10.802,52.8,3.95,
11/22/2021 12:30:49 p. m.,2021/11/22,12:30:49 p. m.,14.24,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.801,52.8,3.95,
11/22/2021 12:30:54 p. m.,2021/11/22,12:30:54 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.802,52.8,3.94,
11/22/2021 12:30:59 p. m.,2021/11/22,12:30:59 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.803,52.7,3.94,
11/22/2021 12:31:04 p. m.,2021/11/22,12:31:04 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.800,52.6,3.93,
11/22/2021 12:31:09 p. m.,2021/11/22,12:31:09 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.800,52.5,3.92,
11/22/2021 12:31:14 p. m.,2021/11/22,12:31:14 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.799,52.5,3.92,
11/22/2021 12:31:19 p. m.,2021/11/22,12:31:19 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.801,52.8,3.94,
11/22/2021 12:31:24 p. m.,2021/11/22,12:31:24 p. m.,14.24,4.85,135.2,308.2,689,548,1.5,0.345,0.34,0.0,10.799,53.0,3.96,
11/22/2021 12:31:29 p. m.,2021/11/22,12:31:29 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.799,53.1,3.97,
11/22/2021 12:31:34 p. m.,2021/11/22,12:31:34 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.801,53.1,3.97,
11/22/2021 12:31:39 p. m.,2021/11/22,12:31:39 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.800,53.1,3.97,
11/22/2021 12:31:44 p. m.,2021/11/22,12:31:44 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.800,53.1,3.97,
11/22/2021 12:31:49 p. m.,2021/11/22,12:31:49 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.801,53.2,3.97,
11/22/2021 12:31:54 p. m.,2021/11/22,12:31:54 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.803,53.3,3.98,
11/22/2021 12:31:59 p. m.,2021/11/22,12:31:59 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.804,53.3,3.98,
11/22/2021 12:32:04 p. m.,2021/11/22,12:32:04 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.803,53.3,3.98,
11/22/2021 12:32:09 p. m.,2021/11/22,12:32:09 p. m.,14.24,4.85,135.3,308.2,689,549,1.5,0.345,0.34,0.0,10.802,53.2,3.98,
11/22/2021 12:32:14 p. m.,2021/11/22,12:32:14 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.803,53.2,3.97,
11/22/2021 12:32:19 p. m.,2021/11/22,12:32:19 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.804,53.2,3.97,
11/22/2021 12:32:24 p. m.,2021/11/22,12:32:24 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.800,53.2,3.97,
11/22/2021 12:32:29 p. m.,2021/11/22,12:32:29 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.802,53.3,3.98,
11/22/2021 12:32:34 p. m.,2021/11/22,12:32:34 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.804,53.4,3.99,
11/22/2021 12:32:39 p. m.,2021/11/22,12:32:39 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.803,53.5,3.99,
11/22/2021 12:32:44 p. m.,2021/11/22,12:32:44 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.804,53.5,3.99,
11/22/2021 12:32:49 p. m.,2021/11/22,12:32:49 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.802,53.5,3.99,
11/22/2021 12:32:54 p. m.,2021/11/22,12:32:54 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.801,53.4,3.99,
11/22/2021 12:32:59 p. m.,2021/11/22,12:32:59 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.803,53.4,3.99,
11/22/2021 12:33:04 p. m.,2021/11/22,12:33:04 p. m.,14.24,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.803,53.3,3.99,
11/22/2021 12:33:09 p. m.,2021/11/22,12:33:09 p. m.,14.24,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.803,53.3,3.98,
11/22/2021 12:33:14 p. m.,2021/11/22,12:33:14 p. m.,14.24,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.803,53.1,3.97,
11/22/2021 12:33:19 p. m.,2021/11/22,12:33:19 p. m.,14.25,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.804,52.9,3.95,
11/22/2021 12:33:24 p. m.,2021/11/22,12:33:24 p. m.,14.25,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.804,52.7,3.94,
11/22/2021 12:33:29 p. m.,2021/11/22,12:33:29 p. m.,14.25,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.802,52.6,3.93,
11/22/2021 12:33:34 p. m.,2021/11/22,12:33:34 p. m.,14.25,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.803,52.4,3.91,
11/22/2021 12:33:39 p. m.,2021/11/22,12:33:39 p. m.,14.25,4.85,135.1,308.0,689,549,1.5,0.345,0.34,0.0,10.802,52.2,3.90,
11/22/2021 12:33:44 p. m.,2021/11/22,12:33:44 p. m.,14.25,4.85,135.1,308.0,689,549,1.5,0.345,0.34,0.0,10.804,52.2,3.90,
11/22/2021 12:33:49 p. m.,2021/11/22,12:33:49 p. m.,14.25,4.85,135.1,308.0,689,549,1.5,0.345,0.34,0.0,10.802,52.4,3.91,
11/22/2021 12:33:54 p. m.,2021/11/22,12:33:54 p. m.,14.25,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.801,52.6,3.93,
11/22/2021 12:33:59 p. m.,2021/11/22,12:33:59 p. m.,14.25,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.803,52.8,3.94,
11/22/2021 12:34:04 p. m.,2021/11/22,12:34:04 p. m.,14.25,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.801,52.9,3.95,
11/22/2021 12:34:09 p. m.,2021/11/22,12:34:09 p. m.,14.25,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.801,53.0,3.96,
11/22/2021 12:34:14 p. m.,2021/11/22,12:34:14 p. m.,14.25,4.85,135.0,308.1,689,549,1.5,0.345,0.34,0.0,10.801,52.9,3.95,
11/22/2021 12:34:19 p. m.,2021/11/22,12:34:19 p. m.,14.25,4.85,135.0,308.1,689,549,1.5,0.345,0.34,0.0,10.801,52.8,3.95,
11/22/2021 12:34:24 p. m.,2021/11/22,12:34:24 p. m.,14.25,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.802,52.8,3.94,
11/22/2021 12:34:29 p. m.,2021/11/22,12:34:29 p. m.,14.25,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.800,52.8,3.94,
11/22/2021 12:34:34 p. m.,2021/11/22,12:34:34 p. m.,14.25,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.802,52.9,3.95,
11/22/2021 12:34:39 p. m.,2021/11/22,12:34:39 p. m.,14.25,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.801,52.8,3.94,
11/22/2021 12:34:44 p. m.,2021/11/22,12:34:44 p. m.,14.25,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.802,52.7,3.94,
11/22/2021 12:34:49 p. m.,2021/11/22,12:34:49 p. m.,14.25,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.802,52.6,3.93,
11/22/2021 12:34:54 p. m.,2021/11/22,12:34:54 p. m.,14.25,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.801,52.6,3.93,
11/22/2021 12:34:59 p. m.,2021/11/22,12:34:59 p. m.,14.25,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.800,52.5,3.92,
11/22/2021 12:35:04 p. m.,2021/11/22,12:35:04 p. m.,14.25,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.799,52.5,3.92,
11/22/2021 12:35:09 p. m.,2021/11/22,12:35:09 p. m.,14.25,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.799,52.3,3.91,
11/22/2021 12:35:14 p. m.,2021/11/22,12:35:14 p. m.,14.25,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.801,52.3,3.90,
11/22/2021 12:35:19 p. m.,2021/11/22,12:35:19 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.800,52.2,3.90,
11/22/2021 12:35:24 p. m.,2021/11/22,12:35:24 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.800,52.1,3.89,
11/22/2021 12:35:29 p. m.,2021/11/22,12:35:29 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.800,52.1,3.89,
11/22/2021 12:35:34 p. m.,2021/11/22,12:35:34 p. m.,14.26,4.86,134.9,307.9,689,549,1.5,0.345,0.34,0.0,10.800,52.1,3.89,
11/22/2021 12:35:39 p. m.,2021/11/22,12:35:39 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.801,52.1,3.89,
11/22/2021 12:35:44 p. m.,2021/11/22,12:35:44 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.802,52.1,3.89,
11/22/2021 12:35:49 p. m.,2021/11/22,12:35:49 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.802,52.1,3.89,
11/22/2021 12:35:54 p. m.,2021/11/22,12:35:54 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.801,52.1,3.89,
11/22/2021 12:35:59 p. m.,2021/11/22,12:35:59 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.802,52.0,3.88,
11/22/2021 12:36:04 p. m.,2021/11/22,12:36:04 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.799,51.8,3.87,
11/22/2021 12:36:09 p. m.,2021/11/22,12:36:09 p. m.,14.26,4.85,135.1,307.9,689,549,1.5,0.345,0.34,0.0,10.798,51.6,3.85,
11/22/2021 12:36:14 p. m.,2021/11/22,12:36:14 p. m.,14.26,4.85,135.1,307.9,689,549,1.5,0.345,0.34,0.0,10.799,51.4,3.84,
11/22/2021 12:36:19 p. m.,2021/11/22,12:36:19 p. m.,14.26,4.85,135.1,307.9,689,549,1.5,0.345,0.34,0.0,10.799,51.3,3.83,
11/22/2021 12:36:24 p. m.,2021/11/22,12:36:24 p. m.,14.26,4.85,135.1,307.9,689,549,1.5,0.345,0.34,0.0,10.799,51.5,3.84,
11/22/2021 12:36:29 p. m.,2021/11/22,12:36:29 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.799,51.7,3.86,
11/22/2021 12:36:34 p. m.,2021/11/22,12:36:34 p. m.,14.26,4.85,135.1,307.9,689,549,1.5,0.345,0.34,0.0,10.800,52.0,3.88,
11/22/2021 12:36:39 p. m.,2021/11/22,12:36:39 p. m.,14.26,4.85,135.1,307.9,689,549,1.5,0.345,0.34,0.0,10.800,52.2,3.90,
11/22/2021 12:36:44 p. m.,2021/11/22,12:36:44 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.800,52.3,3.91,
11/22/2021 12:36:49 p. m.,2021/11/22,12:36:49 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.800,52.4,3.91,
11/22/2021 12:36:54 p. m.,2021/11/22,12:36:54 p. m.,14.26,4.85,135.0,307.8,689,549,1.5,0.345,0.34,0.0,10.799,52.6,3.93,
11/22/2021 12:36:59 p. m.,2021/11/22,12:36:59 p. m.,14.26,4.85,135.0,307.8,689,549,1.5,0.345,0.34,0.0,10.799,52.8,3.94,
11/22/2021 12:37:04 p. m.,2021/11/22,12:37:04 p. m.,14.26,4.85,135.0,307.8,689,549,1.5,0.345,0.34,0.0,10.798,53.0,3.96,
11/22/2021 12:37:09 p. m.,2021/11/22,12:37:09 p. m.,14.26,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.797,53.4,3.99,
11/22/2021 12:37:14 p. m.,2021/11/22,12:37:14 p. m.,14.27,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.795,53.7,4.01,
11/22/2021 12:37:19 p. m.,2021/11/22,12:37:19 p. m.,14.27,4.85,135.0,307.9,689,549,1.5,0.345,0.34,0.0,10.797,53.9,4.02,
11/22/2021 12:37:24 p. m.,2021/11/22,12:37:24 p. m.,14.27,4.86,134.9,308.0,689,549,1.5,0.345,0.34,0.0,10.798,54.1,4.03,
11/22/2021 12:37:29 p. m.,2021/11/22,12:37:29 p. m.,14.27,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.800,54.1,4.04,
11/22/2021 12:37:34 p. m.,2021/11/22,12:37:34 p. m.,14.27,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.801,54.2,4.04,
11/22/2021 12:37:39 p. m.,2021/11/22,12:37:39 p. m.,14.27,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.801,54.1,4.04,
11/22/2021 12:37:44 p. m.,2021/11/22,12:37:44 p. m.,14.27,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.802,54.1,4.04,
11/22/2021 12:37:49 p. m.,2021/11/22,12:37:49 p. m.,14.27,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.802,54.0,4.03,
11/22/2021 12:37:54 p. m.,2021/11/22,12:37:54 p. m.,14.27,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.800,53.8,4.02,
11/22/2021 12:37:59 p. m.,2021/11/22,12:37:59 p. m.,14.27,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.800,53.7,4.01,
11/22/2021 12:38:04 p. m.,2021/11/22,12:38:04 p. m.,14.27,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.800,53.7,4.01,
11/22/2021 12:38:09 p. m.,2021/11/22,12:38:09 p. m.,14.27,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.797,53.6,4.00,
11/22/2021 12:38:14 p. m.,2021/11/22,12:38:14 p. m.,14.27,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.799,53.6,4.00,
11/22/2021 12:38:19 p. m.,2021/11/22,12:38:19 p. m.,14.27,4.85,135.0,308.0,689,549,1.5,0.345,0.34,0.0,10.798,53.5,3.99,
11/22/2021 12:38:24 p. m.,2021/11/22,12:38:24 p. m.,14.27,4.85,135.0,308.1,689,549,1.5,0.345,0.34,0.0,10.800,53.4,3.99,
11/22/2021 12:38:29 p. m.,2021/11/22,12:38:29 p. m.,14.27,4.85,135.0,308.1,689,549,1.5,0.345,0.34,0.0,10.799,53.3,3.98,
11/22/2021 12:38:34 p. m.,2021/11/22,12:38:34 p. m.,14.27,4.85,135.0,308.1,689,549,1.5,0.345,0.34,0.0,10.799,53.2,3.97,
11/22/2021 12:38:39 p. m.,2021/11/22,12:38:39 p. m.,14.27,4.85,135.0,308.1,689,549,1.5,0.345,0.34,0.0,10.799,53.0,3.96,
11/22/2021 12:38:44 p. m.,2021/11/22,12:38:44 p. m.,14.27,4.85,135.0,308.1,689,549,1.5,0.345,0.34,0.0,10.797,52.9,3.95,
11/22/2021 12:38:49 p. m.,2021/11/22,12:38:49 p. m.,14.27,4.85,135.0,308.1,689,549,1.5,0.345,0.34,0.0,10.801,52.8,3.94,
11/22/2021 12:38:54 p. m.,2021/11/22,12:38:54 p. m.,14.27,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,52.6,3.93,
11/22/2021 12:38:59 p. m.,2021/11/22,12:38:59 p. m.,14.27,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.800,52.5,3.92,
11/22/2021 12:39:04 p. m.,2021/11/22,12:39:04 p. m.,14.27,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.801,52.4,3.92,
11/22/2021 12:39:09 p. m.,2021/11/22,12:39:09 p. m.,14.27,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.801,52.4,3.91,
11/22/2021 12:39:14 p. m.,2021/11/22,12:39:14 p. m.,14.27,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.800,52.3,3.90,
11/22/2021 12:39:19 p. m.,2021/11/22,12:39:19 p. m.,14.27,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,52.3,3.90,
11/22/2021 12:39:24 p. m.,2021/11/22,12:39:24 p. m.,14.27,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,52.2,3.90,
11/22/2021 12:39:29 p. m.,2021/11/22,12:39:29 p. m.,14.27,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.801,52.2,3.89,
11/22/2021 12:39:34 p. m.,2021/11/22,12:39:34 p. m.,14.28,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.798,52.1,3.89,
11/22/2021 12:39:39 p. m.,2021/11/22,12:39:39 p. m.,14.28,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.800,52.1,3.89,
11/22/2021 12:39:44 p. m.,2021/11/22,12:39:44 p. m.,14.28,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.800,52.1,3.89,
11/22/2021 12:39:49 p. m.,2021/11/22,12:39:49 p. m.,14.28,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,52.0,3.88,
11/22/2021 12:39:54 p. m.,2021/11/22,12:39:54 p. m.,14.28,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.9,3.88,
11/22/2021 12:39:59 p. m.,2021/11/22,12:39:59 p. m.,14.28,4.85,135.0,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.8,3.87,
11/22/2021 12:40:04 p. m.,2021/11/22,12:40:04 p. m.,14.28,4.85,135.1,308.2,689,549,1.5,0.345,0.34,0.0,10.798,51.7,3.86,
11/22/2021 12:40:09 p. m.,2021/11/22,12:40:09 p. m.,14.28,4.85,135.1,308.2,689,549,1.5,0.345,0.34,0.0,10.797,51.5,3.84,
11/22/2021 12:40:14 p. m.,2021/11/22,12:40:14 p. m.,14.28,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.797,51.4,3.84,
11/22/2021 12:40:19 p. m.,2021/11/22,12:40:19 p. m.,14.28,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.798,51.4,3.84,
11/22/2021 12:40:24 p. m.,2021/11/22,12:40:24 p. m.,14.28,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.796,51.4,3.84,
11/22/2021 12:40:29 p. m.,2021/11/22,12:40:29 p. m.,14.28,4.85,135.1,308.0,689,549,1.5,0.345,0.34,0.0,10.797,51.3,3.83,
11/22/2021 12:40:34 p. m.,2021/11/22,12:40:34 p. m.,14.28,4.85,135.1,308.0,689,549,1.5,0.345,0.34,0.0,10.797,50.9,3.80,
11/22/2021 12:40:39 p. m.,2021/11/22,12:40:39 p. m.,14.28,4.85,135.1,308.0,689,549,1.5,0.345,0.34,0.0,10.797,50.8,3.79,
11/22/2021 12:40:44 p. m.,2021/11/22,12:40:44 p. m.,14.28,4.85,135.1,308.0,689,549,1.5,0.345,0.34,0.0,10.798,50.9,3.80,
11/22/2021 12:40:49 p. m.,2021/11/22,12:40:49 p. m.,14.28,4.85,135.1,308.0,689,549,1.5,0.345,0.34,0.0,10.797,51.1,3.81,
11/22/2021 12:40:54 p. m.,2021/11/22,12:40:54 p. m.,14.29,4.85,135.1,308.0,689,549,1.5,0.345,0.34,0.0,10.797,51.3,3.83,
11/22/2021 12:40:59 p. m.,2021/11/22,12:40:59 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.6,3.85,
11/22/2021 12:41:04 p. m.,2021/11/22,12:41:04 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.798,51.7,3.86,
11/22/2021 12:41:09 p. m.,2021/11/22,12:41:09 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.9,3.87,
11/22/2021 12:41:14 p. m.,2021/11/22,12:41:14 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.800,51.9,3.88,
11/22/2021 12:41:19 p. m.,2021/11/22,12:41:19 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.798,52.0,3.88,
11/22/2021 12:41:24 p. m.,2021/11/22,12:41:24 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.9,3.87,
11/22/2021 12:41:29 p. m.,2021/11/22,12:41:29 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.798,51.8,3.86,
11/22/2021 12:41:34 p. m.,2021/11/22,12:41:34 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.7,3.86,
11/22/2021 12:41:39 p. m.,2021/11/22,12:41:39 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.800,51.5,3.85,
11/22/2021 12:41:44 p. m.,2021/11/22,12:41:44 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.801,51.4,3.84,
11/22/2021 12:41:49 p. m.,2021/11/22,12:41:49 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.801,51.3,3.83,
11/22/2021 12:41:54 p. m.,2021/11/22,12:41:54 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.800,51.2,3.82,
11/22/2021 12:41:59 p. m.,2021/11/22,12:41:59 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.3,3.82,
11/22/2021 12:42:04 p. m.,2021/11/22,12:42:04 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.798,51.3,3.82,
11/22/2021 12:42:09 p. m.,2021/11/22,12:42:09 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.2,3.82,
11/22/2021 12:42:14 p. m.,2021/11/22,12:42:14 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.2,3.82,
11/22/2021 12:42:19 p. m.,2021/11/22,12:42:19 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.798,51.2,3.82,
11/22/2021 12:42:24 p. m.,2021/11/22,12:42:24 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.800,51.2,3.82,
11/22/2021 12:42:29 p. m.,2021/11/22,12:42:29 p. m.,14.29,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.2,3.82,
11/22/2021 12:42:34 p. m.,2021/11/22,12:42:34 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.800,51.3,3.82,
11/22/2021 12:42:39 p. m.,2021/11/22,12:42:39 p. m.,14.29,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.800,51.3,3.83,
11/22/2021 12:42:44 p. m.,2021/11/22,12:42:44 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.4,3.84,
11/22/2021 12:42:49 p. m.,2021/11/22,12:42:49 p. m.,14.29,4.85,135.1,308.1,689,549,1.5,0.345,0.34,0.0,10.798,51.5,3.84,
11/22/2021 12:42:54 p. m.,2021/11/22,12:42:54 p. m.,14.29,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.5,3.84,
11/22/2021 12:42:59 p. m.,2021/11/22,12:42:59 p. m.,14.29,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.801,51.5,3.84,
11/22/2021 12:43:04 p. m.,2021/11/22,12:43:04 p. m.,14.29,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.5,3.84,
11/22/2021 12:43:09 p. m.,2021/11/22,12:43:09 p. m.,14.29,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.5,3.84,
11/22/2021 12:43:14 p. m.,2021/11/22,12:43:14 p. m.,14.29,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.799,51.5,3.84,
11/22/2021 12:43:19 p. m.,2021/11/22,12:43:19 p. m.,14.29,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.800,51.7,3.85,
11/22/2021 12:43:24 p. m.,2021/11/22,12:43:24 p. m.,14.29,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.801,51.9,3.87,
11/22/2021 12:43:29 p. m.,2021/11/22,12:43:29 p. m.,14.29,4.85,135.2,308.2,689,549,1.5,0.345,0.34,0.0,10.798,52.0,3.88,
11/22/2021 12:43:34 p. m.,2021/11/22,12:43:34 p. m.,14.29,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.799,52.1,3.89,
11/22/2021 12:43:39 p. m.,2021/11/22,12:43:39 p. m.,14.30,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.797,52.1,3.89,
11/22/2021 12:43:44 p. m.,2021/11/22,12:43:44 p. m.,14.30,4.85,135.2,308.1,689,549,1.5,0.345,0.34,0.0,10.801,52.1,3.89,
